"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income","weight"
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,69
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES",902,100
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",3000,70
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1370,95
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","NO","NO",1000,97
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000,98
"MALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",6000,80
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200,65
"FEMALE","25-34","SECONDARY","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,62
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000,68
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1750,62
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400,90
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",-8,95
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500,65
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",713,68
"MALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1600,115
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",5000,98
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",900,69
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2000,56
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400,51
"MALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,68
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2500,75
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO",1200,62
"MALE","65+","SECONDARY","UNEMPLOYED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA,86
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1400,75
"MALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA,80
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200,80
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1700,90
"MALE","25-34","VOCATIONAL/GRAMMAR","FARMER","SINGLE",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000,64
"MALE","16-24","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",800,78
"MALE","65+","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1460,70
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1890,79
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","SINGLE",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200,80
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200,56
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700,88
"FEMALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,60
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",600,80
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",11,"MOST PEOPLE CAN BE TRUSTED","YES","YES",790,58
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000,68
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,85
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1300,80
"MALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",720,76
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","DIVORCED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1121,60
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1900,51
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",800,90
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,60
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","DIVORCED",12,"IT`S DIFFICULT TO TELL","YES","YES",2500,94
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8,59
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",520,88
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",700,65
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"IT`S DIFFICULT TO TELL","NO","NO",-8,98
"FEMALE","25-34","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","NO","NO",1000,60
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800,55
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",900,85
"FEMALE","25-34","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",900,NA
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1333,68
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000,85
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",NA,45
"MALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",860,80
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",3200,92
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",600,70
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",3900,68
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000,75
"MALE","60-64","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","DIVORCED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",1400,94
"FEMALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","DIVORCED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",560,55
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8,58
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO",2500,82
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA,63
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500,98
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,60
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,60
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8,70
"FEMALE","45-59","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,92
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",940,80
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",9,"IT`S DIFFICULT TO TELL","YES","YES",2000,90
"MALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",800,86
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",700,90
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",NA,"IT`S DIFFICULT TO TELL","YES","NO",NA,55
"MALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"IT`S DIFFICULT TO TELL","YES","YES",-8,90
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200,82
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",NA,54
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO",960,75
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",12,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1180,80
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",2200,90
"FEMALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",2,"IT`S DIFFICULT TO TELL","YES","NO OPINION",NA,60
"MALE","60-64","SECONDARY","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",760,94
"MALE","35-44","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1800,86
"MALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","NO","NO",3000,95
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",900,54
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2800,60
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",850,80
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1400,63
"MALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",2300,95
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700,60
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200,62
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700,68
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000,56
"FEMALE","65+","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",850,58
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO",1300,92
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200,90
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",900,NA
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",4500,102
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",700,60
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",1500,74
"FEMALE","65+","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","MARRIED",10,"IT`S DIFFICULT TO TELL","YES","NO",1000,92
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",600,74
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000,80
"MALE","65+","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES",800,70
"MALE","25-34","SECONDARY","SELF-EMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000,95
"FEMALE","60-64","SECONDARY","LONG-TERM SICK/DISABLED","WIDOWED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2500,49
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,69
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300,68
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","DIVORCED",1,"IT`S DIFFICULT TO TELL","YES","YES",1400,75
"FEMALE","45-59","SECONDARY","FARMER","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",800,64
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000,50
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1900,82
"MALE","35-44","SECONDARY","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",2900,96
"FEMALE","25-34","SECONDARY","PUPIL OR STUDENT","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,61
"MALE","65+","SECONDARY","RETIRED","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000,83
"FEMALE","25-34","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",NA,50
"MALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",2,"IT`S DIFFICULT TO TELL","YES","YES",1000,104
"MALE","25-34","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",800,56
"FEMALE","35-44","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",14,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA,88
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,70
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8,58
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,57
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",2920,75
"MALE","25-34","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","DE FACTO SEPARATED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8,NA
"MALE","65+","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,105
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,48
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",1800,65
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1264,68
"FEMALE","65+","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",5000,60
"FEMALE","60-64","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1900,80
"MALE","45-59","PRIMARY/NO EDUCATION","FARMER","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION",-8,75
"FEMALE","35-44","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,61
"MALE","25-34","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200,70
"FEMALE","35-44","SECONDARY","PUPIL OR STUDENT","WIDOWED",2,"IT`S DIFFICULT TO TELL","YES","YES",1000,62
"FEMALE","60-64","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,90
"FEMALE","16-24","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,82
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",10000,80
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200,58
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1300,60
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000,80
"FEMALE","65+","SECONDARY","RETIRED","SINGLE",9,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",-8,70
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",600,74
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",900,57
"FEMALE","35-44","VOCATIONAL/GRAMMAR",NA,"DIVORCED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,58
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300,60
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO",NA,69
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA,91
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",490,80
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,90
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",620,97
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700,80
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","NO","YES",NA,65
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,72
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",21,"ONE CAN`T BE TOO CAREFUL","YES","YES",850,65
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,60
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO",940,76
"MALE","65+","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2010,72
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,68
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500,75
"MALE","60-64","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1400,96
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",1500,84
"FEMALE","45-59","SECONDARY","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500,95
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA,65
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,90
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",15,"IT`S DIFFICULT TO TELL","YES","NO",700,85
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1100,120
"FEMALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",925,50
"MALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","SINGLE",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8,115
"FEMALE","65+","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,70
"MALE","65+","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL",NA,NA,1800,80
"FEMALE","45-59","POST-SECONDARY OR HIGHER","RETIRED","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200,67
"FEMALE","60-64","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1800,85
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"IT`S DIFFICULT TO TELL","YES","YES",800,66
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",4,"IT`S DIFFICULT TO TELL","YES","YES",1500,58
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300,89
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2100,104
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8,56
